recency,T,frequency,monetary
26.0,37.42857142857143,2,118.09
34.285714285714285,45.42857142857143,3,282.0366666666667
14.714285714285714,18.0,4,369.90999999999997
29.142857142857142,37.42857142857143,4,721.6
23.714285714285715,24.0,4,388.2475
28.857142857142858,42.42857142857143,2,193.39999999999998
33.857142857142854,36.142857142857146,8,85.1275
27.0,29.285714285714285,3,366.7133333333333
52.0,52.285714285714285,19,405.26210526315793
10.142857142857142,25.428571428571427,2,246.39
15.285714285714286,45.57142857142857,2,812.91
43.285714285714285,46.714285714285715,9,549.4988888888888
18.428571428571427,20.0,6,612.5500000000001
8.571428571428571,9.285714285714286,3,221.82000000000002
4.857142857142857,6.285714285714286,2,452.54
32.714285714285715,41.142857142857146,4,344.985
9.285714285714286,22.142857142857142,2,678.845
36.57142857142857,46.285714285714285,8,634.48
8.142857142857142,11.714285714285714,3,203.17666666666665
11.714285714285714,15.428571428571429,3,247.92333333333332
0.0,31.571428571428573,2,35.64
40.285714285714285,45.142857142857146,4,351.545
6.285714285714286,7.0,2,419.08
49.42857142857143,52.714285714285715,12,153.65583333333333
15.0,30.285714285714285,3,171.01666666666668
21.0,42.42857142857143,2,376.405
40.57142857142857,42.142857142857146,5,99.866
30.857142857142858,33.42857142857143,5,374.66999999999996
9.571428571428571,11.285714285714286,3,207.66666666666666
53.142857142857146,53.285714285714285,11,299.03909090909093
37.714285714285715,46.142857142857146,4,101.7
49.0,50.857142857142854,4,666.5
15.0,36.714285714285715,2,659.96
31.714285714285715,33.285714285714285,5,417.49399999999997
45.857142857142854,46.714285714285715,2,252.31
24.142857142857142,29.714285714285715,4,322.385
40.857142857142854,44.42857142857143,6,171.89833333333334
44.285714285714285,50.42857142857143,8,169.975
16.0,16.142857142857142,4,184.2425
50.42857142857143,52.57142857142857,21,456.4
52.42857142857143,53.0,30,281.2646666666667
51.57142857142857,52.285714285714285,14,367.24357142857144
29.285714285714285,30.428571428571427,6,274.365
9.285714285714286,13.428571428571429,6,406.27500000000003
14.428571428571429,18.285714285714285,2,510.105
42.57142857142857,51.0,4,169.55
27.428571428571427,45.57142857142857,4,119.1275
16.0,26.142857142857142,2,223.81
29.0,30.0,4,85.64
20.0,24.142857142857142,3,225.57000000000002
29.571428571428573,30.714285714285715,4,972.16
23.142857142857142,34.57142857142857,2,326.225
23.142857142857142,24.285714285714285,8,147.6225
48.714285714285715,51.0,8,644.3
48.285714285714285,52.714285714285715,10,211.796
50.142857142857146,52.42857142857143,14,329.6657142857143
14.857142857142858,28.714285714285715,3,303.2733333333333
48.857142857142854,53.0,13,198.99846153846153
40.714285714285715,42.142857142857146,5,724.2059999999999
18.428571428571427,19.0,2,456.455
13.428571428571429,35.142857142857146,2,387.015
8.428571428571429,9.285714285714286,2,249.275
52.285714285714285,52.714285714285715,25,176.97560000000001
46.142857142857146,50.714285714285715,6,351.365
5.0,21.571428571428573,2,363.05
8.714285714285714,9.285714285714286,4,145.0825
46.714285714285715,47.42857142857143,4,230.8525
47.0,51.0,7,221.44285714285712
44.142857142857146,45.714285714285715,7,351.6457142857143
37.285714285714285,47.42857142857143,4,141.3325
48.714285714285715,52.142857142857146,10,711.669
3.0,48.142857142857146,2,187.535
0.0,19.142857142857142,2,212.615
37.42857142857143,45.42857142857143,4,1193.7325
52.285714285714285,52.714285714285715,11,240.03727272727272
53.142857142857146,53.42857142857143,196,107.36035714285715
29.857142857142858,30.428571428571427,5,547.546
48.42857142857143,51.857142857142854,6,331.46166666666664
4.428571428571429,44.142857142857146,2,30.81
27.857142857142858,30.142857142857142,7,456.2857142857143
22.714285714285715,39.57142857142857,2,734.295
31.857142857142858,39.42857142857143,3,426.3633333333333
2.4285714285714284,3.5714285714285716,2,605.65
51.714285714285715,52.285714285714285,7,816.16
42.0,44.42857142857143,5,190.428
41.714285714285715,44.57142857142857,6,82.08166666666666
47.57142857142857,53.0,8,315.44125
31.571428571428573,40.714285714285715,2,297.27
50.285714285714285,51.142857142857146,5,362.294
10.428571428571429,10.714285714285714,4,252.82500000000002
26.0,27.571428571428573,3,118.75333333333333
5.142857142857143,53.0,2,197.74
6.428571428571429,14.142857142857142,2,397.755
47.285714285714285,52.714285714285715,3,148.56666666666666
3.142857142857143,40.57142857142857,2,207.775
7.142857142857143,28.285714285714285,2,343.83
11.428571428571429,25.142857142857142,2,132.95000000000002
46.142857142857146,46.714285714285715,4,230.905
2.2857142857142856,12.428571428571429,2,371.64
51.714285714285715,52.142857142857146,7,208.68571428571428
5.428571428571429,6.285714285714286,3,143.38333333333335
18.142857142857142,18.571428571428573,6,160.32666666666668
9.285714285714286,14.0,2,183.265
36.0,44.57142857142857,4,405.65500000000003
48.57142857142857,53.42857142857143,2,293.24
52.0,52.42857142857143,14,365.36571428571426
11.714285714285714,32.42857142857143,4,681.6925
52.42857142857143,53.142857142857146,25,133.5816
34.0,44.142857142857146,2,291.15500000000003
14.857142857142858,37.714285714285715,7,199.3842857142857
14.428571428571429,18.571428571428573,2,162.98000000000002
3.0,41.42857142857143,2,27.395
33.857142857142854,38.42857142857143,2,388.87
25.857142857142858,45.142857142857146,5,245.44
34.142857142857146,45.42857142857143,3,352.1333333333334
7.857142857142857,9.142857142857142,6,328.19666666666666
13.0,43.285714285714285,2,415.575
13.857142857142858,17.714285714285715,2,677.91
47.57142857142857,51.42857142857143,7,523.5385714285715
26.714285714285715,53.42857142857143,6,255.785
17.571428571428573,29.571428571428573,2,60.269999999999996
5.428571428571429,52.142857142857146,2,253.56
19.714285714285715,28.0,2,550.41
50.57142857142857,51.285714285714285,12,117.77583333333332
4.142857142857143,38.0,2,419.545
6.714285714285714,13.142857142857142,3,73.55333333333333
3.4285714285714284,4.857142857142857,2,497.7
9.142857142857142,12.714285714285714,4,131.9675
8.571428571428571,17.714285714285715,3,325.74
21.571428571428573,31.428571428571427,2,529.6800000000001
5.857142857142857,36.42857142857143,2,93.96000000000001
6.285714285714286,12.428571428571429,2,167.525
13.857142857142858,43.142857142857146,2,50.25000000000001
37.142857142857146,38.714285714285715,15,77.49
22.0,24.571428571428573,2,175.865
9.428571428571429,11.142857142857142,5,221.60399999999998
30.428571428571427,36.142857142857146,5,204.486
31.142857142857142,34.57142857142857,8,287.1275
4.571428571428571,5.857142857142857,4,183.915
51.857142857142854,52.57142857142857,5,217.69
31.857142857142858,53.285714285714285,2,100.525
25.857142857142858,45.857142857142854,4,455.375
23.0,24.285714285714285,6,193.20166666666668
52.0,53.285714285714285,37,352.1721621621622
34.142857142857146,46.857142857142854,4,161.05
10.0,10.714285714285714,2,318.065
46.142857142857146,51.285714285714285,5,347.948
13.285714285714286,24.428571428571427,2,194.805
41.285714285714285,51.0,2,24.080000000000002
37.0,40.57142857142857,3,155.15666666666667
45.285714285714285,45.57142857142857,7,264.50714285714287
8.714285714285714,11.142857142857142,3,303.96666666666664
36.0,38.142857142857146,4,308.28000000000003
4.714285714285714,12.571428571428571,2,264.735
33.42857142857143,52.285714285714285,3,168.33333333333334
45.57142857142857,50.714285714285715,2,259.905
32.714285714285715,53.285714285714285,5,253.91799999999998
35.42857142857143,37.857142857142854,7,270.33714285714285
31.571428571428573,36.0,8,454.99
2.2857142857142856,3.4285714285714284,2,142.1
46.0,47.285714285714285,6,163.18666666666667
10.285714285714286,11.142857142857142,4,264.565
38.0,38.285714285714285,11,296.3872727272727
47.0,48.57142857142857,8,443.38
15.142857142857142,16.142857142857142,2,120.44500000000001
51.0,52.285714285714285,8,208.0075
1.8571428571428572,53.142857142857146,2,226.1
45.0,46.0,4,89.205
52.57142857142857,53.142857142857146,78,68.69141025641026
14.714285714285714,19.0,2,186.10999999999999
3.857142857142857,4.142857142857143,2,516.76
17.714285714285715,28.285714285714285,2,196.225
42.142857142857146,42.57142857142857,10,127.723
39.714285714285715,44.285714285714285,3,117.0
12.714285714285714,16.0,2,230.63
39.285714285714285,42.57142857142857,4,103.69
37.714285714285715,38.42857142857143,3,260.84
42.0,45.285714285714285,4,220.0225
5.714285714285714,35.142857142857146,2,136.89
14.857142857142858,52.142857142857146,2,191.08
46.0,46.714285714285715,13,391.7846153846154
9.0,30.714285714285715,2,44.525000000000006
49.42857142857143,51.142857142857146,17,302.35058823529414
10.285714285714286,35.142857142857146,2,161.65
40.714285714285715,42.142857142857146,7,204.45000000000002
52.857142857142854,53.142857142857146,13,318.9538461538462
38.57142857142857,40.142857142857146,9,166.55888888888887
27.857142857142858,35.57142857142857,5,529.786
7.0,17.571428571428573,3,236.4466666666667
39.857142857142854,42.285714285714285,28,233.21857142857144
50.57142857142857,51.285714285714285,9,206.21777777777777
9.285714285714286,18.571428571428573,2,219.93
39.142857142857146,39.42857142857143,4,85.47
3.142857142857143,6.428571428571429,2,306.71999999999997
15.285714285714286,19.857142857142858,2,58.25
50.857142857142854,52.57142857142857,2,280.94
4.857142857142857,12.428571428571429,2,367.965
44.857142857142854,52.714285714285715,2,313.91
26.571428571428573,37.285714285714285,2,174.60000000000002
16.857142857142858,36.57142857142857,3,231.12333333333333
30.0,41.57142857142857,3,297.15333333333336
3.4285714285714284,4.714285714285714,2,338.495
33.57142857142857,38.0,2,209.555
48.857142857142854,53.42857142857143,10,264.62600000000003
44.57142857142857,46.714285714285715,4,452.6025
36.142857142857146,45.42857142857143,2,216.84
50.142857142857146,52.42857142857143,17,276.925294117647
19.285714285714285,30.571428571428573,3,368.02
18.142857142857142,21.714285714285715,3,87.15000000000002
44.857142857142854,46.714285714285715,4,223.28
1.0,4.571428571428571,2,186.375
52.57142857142857,52.857142857142854,24,143.7425
52.142857142857146,52.285714285714285,4,159.615
51.857142857142854,52.42857142857143,26,284.3419230769231
19.428571428571427,20.0,5,44.02
51.285714285714285,53.0,10,1792.5529999999999
30.285714285714285,48.285714285714285,8,147.17
10.142857142857142,10.857142857142858,2,117.9
19.571428571428573,42.142857142857146,2,108.84
52.0,52.57142857142857,80,455.14537499999994
52.0,53.285714285714285,13,287.47
41.142857142857146,51.42857142857143,5,53.322
13.857142857142858,53.285714285714285,8,428.68375000000003
0.2857142857142857,29.857142857142858,2,53.1
46.714285714285715,51.42857142857143,10,409.188
45.142857142857146,45.285714285714285,27,365.53259259259255
51.857142857142854,52.142857142857146,24,208.27874999999997
37.57142857142857,38.142857142857146,4,142.62
41.285714285714285,47.714285714285715,4,273.0
13.857142857142858,22.428571428571427,2,381.6
39.857142857142854,44.42857142857143,7,138.74571428571429
52.142857142857146,52.285714285714285,24,136.92249999999999
24.571428571428573,26.285714285714285,4,507.265
50.0,53.142857142857146,8,105.0875
38.42857142857143,41.285714285714285,5,225.192
38.42857142857143,51.285714285714285,3,968.1933333333333
51.57142857142857,52.42857142857143,8,222.94625
23.428571428571427,26.857142857142858,3,201.4333333333333
4.285714285714286,43.42857142857143,2,39.975
22.0,34.285714285714285,4,348.035
22.285714285714285,30.428571428571427,5,481.70200000000006
42.57142857142857,44.142857142857146,8,444.23625
50.0,53.142857142857146,6,157.74833333333333
34.714285714285715,37.142857142857146,7,353.2914285714286
36.857142857142854,52.285714285714285,3,116.64
32.857142857142854,45.0,5,452.10600000000005
12.428571428571429,18.142857142857142,3,99.2
8.0,14.285714285714286,2,118.80000000000001
47.857142857142854,52.0,11,246.2927272727273
39.142857142857146,41.285714285714285,4,302.67
47.857142857142854,52.714285714285715,4,210.76500000000001
35.42857142857143,42.57142857142857,4,361.995
32.0,45.57142857142857,4,298.375
15.142857142857142,16.571428571428573,4,303.9475
30.285714285714285,47.857142857142854,4,289.0375
43.57142857142857,50.142857142857146,2,174.64
17.857142857142858,20.571428571428573,4,120.53999999999999
40.142857142857146,45.42857142857143,4,277.0975
26.857142857142858,36.0,2,177.55
39.57142857142857,42.714285714285715,3,87.17
51.857142857142854,52.42857142857143,2,170.105
50.285714285714285,52.714285714285715,3,690.9133333333334
47.714285714285715,51.57142857142857,11,415.4318181818182
46.57142857142857,47.857142857142854,9,125.18111111111112
39.285714285714285,41.42857142857143,10,142.911
12.714285714285714,18.428571428571427,3,454.00666666666666
13.714285714285714,16.428571428571427,2,83.64
15.571428571428571,29.285714285714285,2,429.57
35.714285714285715,37.42857142857143,4,426.0075
50.142857142857146,51.714285714285715,6,530.2583333333333
51.142857142857146,52.42857142857143,19,127.36842105263158
14.857142857142858,18.0,3,202.42333333333332
33.142857142857146,34.57142857142857,4,199.67
19.285714285714285,21.571428571428573,2,125.13000000000001
35.714285714285715,44.142857142857146,6,179.29999999999998
47.285714285714285,51.714285714285715,7,685.4514285714286
50.0,51.57142857142857,3,161.14000000000001
5.857142857142857,8.714285714285714,3,176.24333333333334
20.285714285714285,28.571428571428573,5,239.456
22.571428571428573,33.857142857142854,4,126.51
17.0,51.285714285714285,2,285.355
13.0,21.571428571428573,2,903.96
51.42857142857143,52.142857142857146,14,149.12785714285715
32.857142857142854,34.714285714285715,7,140.3085714285714
37.285714285714285,48.0,2,238.6
11.714285714285714,15.285714285714286,2,296.165
48.142857142857146,51.42857142857143,3,164.56
38.42857142857143,52.285714285714285,4,154.175
14.428571428571429,30.571428571428573,3,90.13333333333334
44.57142857142857,47.142857142857146,6,140.71833333333333
9.142857142857142,11.857142857142858,4,118.68
9.142857142857142,27.0,2,217.105
26.0,48.42857142857143,2,190.07999999999998
52.0,53.42857142857143,2,99.23
27.571428571428573,29.285714285714285,3,169.82666666666668
2.4285714285714284,40.857142857142854,2,335.25
46.142857142857146,46.42857142857143,34,197.73529411764707
31.428571428571427,39.142857142857146,5,249.504
35.0,36.714285714285715,12,190.8841666666667
52.0,52.42857142857143,18,205.81611111111113
35.57142857142857,38.142857142857146,10,284.7
52.57142857142857,52.857142857142854,15,290.20733333333334
8.285714285714286,12.857142857142858,2,102.83000000000001
5.142857142857143,14.285714285714286,2,231.49
16.714285714285715,19.142857142857142,3,53.13333333333333
30.571428571428573,48.142857142857146,3,246.61666666666667
28.857142857142858,31.571428571428573,3,242.31333333333336
17.857142857142858,26.571428571428573,2,46.83
38.0,41.42857142857143,4,641.505
35.0,40.57142857142857,2,209.225
8.428571428571429,35.714285714285715,2,363.195
8.428571428571429,9.571428571428571,4,410.3975
26.857142857142858,41.714285714285715,4,126.935
52.57142857142857,53.285714285714285,10,100.021
25.714285714285715,29.0,3,364.1433333333334
43.0,44.142857142857146,5,277.956
42.285714285714285,46.285714285714285,3,338.57666666666665
20.714285714285715,21.428571428571427,2,204.41000000000003
45.285714285714285,48.57142857142857,5,295.024
10.285714285714286,10.571428571428571,3,222.23000000000002
31.0,36.285714285714285,4,145.1225
41.714285714285715,51.285714285714285,6,296.9716666666667
5.142857142857143,5.285714285714286,3,126.51333333333332
51.42857142857143,52.285714285714285,26,357.89961538461534
19.285714285714285,30.571428571428573,4,387.175
11.571428571428571,12.0,5,116.77000000000001
46.285714285714285,51.57142857142857,8,129.61875
46.57142857142857,52.142857142857146,8,336.25875
47.857142857142854,52.42857142857143,2,156.24
31.857142857142858,45.142857142857146,3,320.46
31.857142857142858,43.714285714285715,3,1055.2066666666667
33.0,39.57142857142857,6,360.26
29.857142857142858,39.714285714285715,3,572.1066666666667
9.0,11.285714285714286,2,326.385
39.714285714285715,41.142857142857146,4,671.66
3.7142857142857144,6.285714285714286,2,417.445
26.285714285714285,31.142857142857142,2,859.4350000000001
11.428571428571429,48.285714285714285,2,215.09
30.714285714285715,39.42857142857143,3,908.7233333333334
19.285714285714285,33.42857142857143,3,278.10333333333335
15.714285714285714,19.571428571428573,3,173.78666666666666
38.142857142857146,42.714285714285715,6,507.625
21.0,25.571428571428573,7,411.0942857142857
0.0,18.714285714285715,2,252.725
31.571428571428573,33.285714285714285,3,233.5533333333333
44.0,44.285714285714285,8,249.88625
41.42857142857143,45.57142857142857,2,468.345
38.0,48.42857142857143,4,279.7025
34.857142857142854,53.142857142857146,2,293.615
30.142857142857142,30.428571428571427,2,126.245
34.714285714285715,45.42857142857143,3,121.117
53.0,53.42857142857143,52,179.57307692307694
38.142857142857146,41.57142857142857,4,147.085
3.2857142857142856,22.428571428571427,2,284.25
5.285714285714286,11.571428571428571,2,288.25
28.571428571428573,29.285714285714285,2,145.24
51.42857142857143,53.285714285714285,18,261.095
2.857142857142857,24.428571428571427,2,43.8
35.57142857142857,41.42857142857143,2,787.645
26.571428571428573,42.142857142857146,3,352.48333333333335
51.142857142857146,51.42857142857143,10,300.702
27.857142857142858,30.714285714285715,3,148.44666666666666
9.142857142857142,10.714285714285714,4,204.1725
9.571428571428571,12.285714285714286,2,287.125
3.0,12.714285714285714,2,407.4
3.142857142857143,13.857142857142858,2,89.52000000000001
26.142857142857142,27.0,7,270.58
25.0,27.142857142857142,7,340.6228571428572
1.7142857142857142,5.142857142857143,3,342.23
51.0,53.42857142857143,6,505.3633333333334
27.285714285714285,31.142857142857142,6,212.08
44.0,47.714285714285715,5,525.5699999999999
17.571428571428573,41.42857142857143,2,122.78999999999999
48.714285714285715,52.285714285714285,2,330.095
27.0,29.571428571428573,5,236.02400000000003
50.285714285714285,51.42857142857143,14,528.3264285714286
2.857142857142857,7.142857142857143,2,91.72
17.714285714285715,23.428571428571427,3,109.93333333333334
3.5714285714285716,5.142857142857143,2,435.90500000000003
53.0,53.285714285714285,37,101.69972972972973
2.142857142857143,16.428571428571427,2,82.5
6.571428571428571,6.714285714285714,4,554.7825
38.857142857142854,47.57142857142857,2,163.48
15.285714285714286,42.714285714285715,4,278.915
14.571428571428571,40.142857142857146,2,348.835
36.142857142857146,41.714285714285715,6,208.31499999999997
4.714285714285714,33.57142857142857,2,130.575
30.142857142857142,36.714285714285715,5,336.052
10.857142857142858,22.142857142857142,3,333.18333333333334
42.142857142857146,50.42857142857143,3,120.36666666666667
50.0,52.42857142857143,13,506.57153846153847
27.0,42.142857142857146,3,58.48
45.714285714285715,53.142857142857146,10,94.334
11.142857142857142,30.714285714285715,3,243.08
51.42857142857143,52.57142857142857,5,343.214
49.857142857142854,51.42857142857143,2,281.815
12.142857142857142,52.714285714285715,2,174.025
36.0,38.57142857142857,5,121.81800000000001
14.142857142857142,17.571428571428573,3,336.93333333333334
43.857142857142854,46.285714285714285,3,90.7
22.714285714285715,33.285714285714285,4,760.565
7.571428571428571,52.857142857142854,2,189.725
20.285714285714285,20.857142857142858,4,497.9025
39.285714285714285,40.57142857142857,5,132.536
26.0,26.285714285714285,4,391.255
25.0,35.42857142857143,4,208.455
23.714285714285715,34.142857142857146,2,303.955
17.142857142857142,25.714285714285715,3,613.1633333333333
44.57142857142857,53.142857142857146,6,263.7416666666667
1.1428571428571428,1.4285714285714286,3,333.3666666666667
47.57142857142857,52.285714285714285,5,436.316
25.571428571428573,31.428571428571427,5,116.18800000000002
41.857142857142854,46.714285714285715,7,272.2857142857143
17.857142857142858,29.285714285714285,2,103.03
23.0,52.285714285714285,2,178.85
12.0,38.285714285714285,3,82.31333333333333
50.714285714285715,51.142857142857146,24,216.09916666666666
10.571428571428571,10.714285714285714,7,350.7871428571429
38.857142857142854,45.142857142857146,5,139.89000000000001
31.857142857142858,44.142857142857146,3,148.84
28.571428571428573,34.42857142857143,2,110.63
26.857142857142858,28.714285714285715,3,184.42999999999998
21.0,34.857142857142854,2,256.42
30.857142857142858,34.57142857142857,7,113.40714285714286
35.57142857142857,45.142857142857146,12,185.6291666666667
18.285714285714285,28.857142857142858,4,552.585
36.0,40.142857142857146,2,262.03
8.857142857142858,9.714285714285714,4,140.2775
23.285714285714285,35.142857142857146,3,486.5366666666667
7.857142857142857,20.0,2,187.565
1.8571428571428572,52.57142857142857,2,446.47
45.0,47.714285714285715,2,120.11
5.857142857142857,11.857142857142858,2,432.38
50.0,52.57142857142857,2,143.05
34.285714285714285,36.285714285714285,12,168.10583333333332
28.857142857142858,36.142857142857146,2,119.055
21.714285714285715,25.142857142857142,5,134.914
51.714285714285715,53.285714285714285,17,105.74470588235295
30.857142857142858,34.57142857142857,4,338.375
50.57142857142857,52.714285714285715,2,160.645
34.142857142857146,36.42857142857143,9,259.09
23.428571428571427,25.714285714285715,2,128.025
41.57142857142857,43.285714285714285,6,236.25
28.857142857142858,38.142857142857146,3,269.86
32.57142857142857,37.714285714285715,3,53.169999999999995
32.42857142857143,48.0,5,299.42600000000004
1.0,1.8571428571428572,2,309.92
52.142857142857146,52.42857142857143,21,182.88857142857142
23.714285714285715,30.142857142857142,2,331.54
30.571428571428573,34.714285714285715,2,76.11
39.0,40.714285714285715,7,127.39714285714285
38.57142857142857,51.42857142857143,3,324.72
43.714285714285715,47.285714285714285,4,269.21500000000003
20.0,25.714285714285715,3,148.01333333333335
38.0,42.42857142857143,5,78.41
42.57142857142857,51.142857142857146,5,240.766
40.0,40.857142857142854,7,123.84857142857143
23.857142857142858,38.142857142857146,5,66.5
31.142857142857142,34.714285714285715,5,353.342
41.857142857142854,46.714285714285715,5,228.442
35.42857142857143,40.714285714285715,5,144.166
24.857142857142858,32.285714285714285,3,247.08333333333334
22.0,26.571428571428573,3,156.14666666666668
12.714285714285714,15.142857142857142,4,494.77250000000004
32.142857142857146,33.57142857142857,4,291.13
15.571428571428571,52.285714285714285,2,166.925
35.714285714285715,38.285714285714285,6,261.215
46.0,52.714285714285715,3,334.5466666666667
32.857142857142854,39.0,6,376.99499999999995
18.142857142857142,34.57142857142857,2,376.61
24.571428571428573,48.142857142857146,2,159.895
27.142857142857142,28.857142857142858,2,160.5
27.714285714285715,29.142857142857142,5,347.16999999999996
16.428571428571427,45.857142857142854,2,612.735
24.714285714285715,37.0,3,221.18666666666664
32.42857142857143,41.0,3,22.55
51.285714285714285,51.857142857142854,21,206.0195238095238
14.0,21.428571428571427,2,80.1
4.285714285714286,47.42857142857143,2,93.19500000000001
1.8571428571428572,4.571428571428571,2,153.635
19.0,40.714285714285715,2,236.69
48.142857142857146,48.42857142857143,4,528.21
19.571428571428573,22.142857142857142,4,199.00750000000002
7.142857142857143,7.714285714285714,4,5.23
30.142857142857142,33.714285714285715,2,374.82
50.57142857142857,51.142857142857146,19,135.61105263157896
32.57142857142857,37.142857142857146,13,124.34846153846154
42.857142857142854,46.714285714285715,10,185.662
11.857142857142858,12.571428571428571,9,201.97777777777776
52.285714285714285,53.42857142857143,3,164.26000000000002
